teamName,season,sport,headCoach,date,opponent,result,attendance
Vanderbilt Commodores,2019-20,Women's Soccer,Darren Ambrose,09/15/2019, Louisville,L 0-1 (1 OT),969
Vanderbilt Commodores,2019-20,Women's Soccer,Darren Ambrose,09/22/2019, Tennessee,W 1-0 (2 OT),"1,193"
Vanderbilt Commodores,2019-20,Women's Soccer,Darren Ambrose,09/26/2019, Arkansas,L 0-1 ,845
Vanderbilt Commodores,2019-20,Women's Soccer,Darren Ambrose,09/29/2019, Florida,L 0-1 ,556
Vanderbilt Commodores,2019-20,Women's Soccer,Darren Ambrose,10/04/2019, Georgia,W 1-0 ,"1,251"
Vanderbilt Commodores,2019-20,Women's Soccer,Darren Ambrose,10/10/2019, Missouri,W 2-1 ,540
Vanderbilt Commodores,2019-20,Women's Soccer,Darren Ambrose,10/13/2019, South Carolina,T 0-0 (2 OT),"1,237"
Vanderbilt Commodores,2019-20,Women's Soccer,Darren Ambrose,10/18/2019, LSU,W 5-1 ,876
Vanderbilt Commodores,2019-20,Women's Soccer,Darren Ambrose,10/24/2019, Texas A&M,L 1-2 (2 OT),492
Vanderbilt Commodores,2019-20,Women's Soccer,Darren Ambrose,10/27/2019, Kentucky,W 1-0 (1 OT),0
Vanderbilt Commodores,2019-20,Women's Soccer,Darren Ambrose,10/31/2019, Alabama,W 2-1 ,278
Vanderbilt Commodores,2019-20,Women's Soccer,Darren Ambrose,11/05/2019,#7 Alabama,W 2-1 ,0
Vanderbilt Commodores,2019-20,Women's Soccer,Darren Ambrose,11/07/2019,#3 South Carolina,L 0-2 ,645
Vanderbilt Commodores,2019-20,Women's Soccer,Darren Ambrose,11/15/2019, Clemson,T 0-0 (3 OT),327
Vermont Catamounts,2019-20,Women's Soccer,Kristi Huizenga,08/23/2019, Sacred Heart,W 1-0 ,0
Vermont Catamounts,2019-20,Women's Soccer,Kristi Huizenga,08/25/2019, Army West Point,W 2-1 (1 OT),0
Vermont Catamounts,2019-20,Women's Soccer,Kristi Huizenga,08/30/2019, North Dakota St.,L 0-3 ,357
Vermont Catamounts,2019-20,Women's Soccer,Kristi Huizenga,09/01/2019, Merrimack,L 1-2 ,286
Vermont Catamounts,2019-20,Women's Soccer,Kristi Huizenga,09/08/2019, Holy Cross,T 0-0 (2 OT),0
Vermont Catamounts,2019-20,Women's Soccer,Kristi Huizenga,09/13/2019, Colgate,L 1-2 (1 OT),257
Vermont Catamounts,2019-20,Women's Soccer,Kristi Huizenga,09/15/2019, Bryant,L 1-2 ,265
Vermont Catamounts,2019-20,Women's Soccer,Kristi Huizenga,09/22/2019, Binghamton,L 2-3 ,417
Vermont Catamounts,2019-20,Women's Soccer,Kristi Huizenga,09/29/2019, Maine,T 1-1 (2 OT),324
Vermont Catamounts,2019-20,Women's Soccer,Kristi Huizenga,10/03/2019, Hartford,L 1-2 ,184
Vermont Catamounts,2019-20,Women's Soccer,Kristi Huizenga,10/06/2019, New Hampshire,L 1-2 ,116
Vermont Catamounts,2019-20,Women's Soccer,Kristi Huizenga,10/13/2019, UMBC,W 1-0 ,0
Vermont Catamounts,2019-20,Women's Soccer,Kristi Huizenga,10/17/2019, UMass Lowell,T 0-0 (2 OT),0
Vermont Catamounts,2019-20,Women's Soccer,Kristi Huizenga,10/20/2019, Stony Brook,L 0-2 ,179
Vermont Catamounts,2019-20,Women's Soccer,Kristi Huizenga,10/23/2019, Brown,L 0-2 ,267
Vermont Catamounts,2019-20,Women's Soccer,Kristi Huizenga,10/31/2019, Albany (NY),L 1-2 ,41
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,08/22/2019, LSU,W 1-0 ,311
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,08/25/2019, Saint Joseph's,T 1-1 (2 OT),577
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,08/30/2019, Oregon St.,L 1-2 (2 OT),190
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,09/01/2019, Oregon,L 0-4 ,493
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,09/05/2019, Delaware,W 1-0 ,276
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,09/08/2019, Temple,W 3-0 ,285
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,09/15/2019, Florida St.,L 0-5 ,837
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,09/19/2019, Princeton,T 2-2 (2 OT),335
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,09/22/2019, Brown,W 1-0 ,287
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,09/29/2019, Xavier,W 1-0 ,315
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,10/03/2019, Georgetown,L 0-2 ,209
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,10/06/2019, Butler,T 1-1 (2 OT),0
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,10/10/2019, Seton Hall,W 5-1 ,143
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,10/13/2019, DePaul,W 3-1 ,185
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,10/20/2019, Marquette,L 1-3 ,307
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,10/24/2019, St. John's (NY),L 3-4 (1 OT),187
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,10/27/2019, Providence,W 1-0 ,0
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,10/31/2019, Creighton,W 1-0 ,454
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,11/03/2019,#5 DePaul,W 1-0 ,307
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,11/07/2019,#1 Xavier,L 0-2 ,0
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,08/23/2019, UC Irvine,W 7-0 ,"1,155"
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,08/25/2019, Liberty,W 6-0 ,"1,326"
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,08/30/2019, East Carolina,W 4-0 ,0
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,09/01/2019, West Virginia,W 4-1 ,"1,854"
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,09/05/2019, Georgetown,W 2-0 ,"2,108"
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,09/08/2019, Minnesota,W 2-0 ,"1,510"
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,09/12/2019, William & Mary,W 8-1 ,"1,234"
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,09/15/2019, Penn St.,W 2-1 ,"1,039"
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,09/20/2019, Wake Forest,T 1-1 (2 OT),"1,011"
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,09/26/2019, Virginia Tech,W 2-0 ,"2,415"
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,09/29/2019, Duke,T 0-0 (2 OT),"2,048"
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,10/04/2019, Miami (FL),W 3-0 ,0
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,10/09/2019, NC State,T 0-0 (2 OT),674
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,10/13/2019, Florida St.,W 1-0 (2 OT),"1,006"
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,10/20/2019, Notre Dame,W 3-0 ,"1,500"
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,10/24/2019, Louisville,W 3-0 ,"1,968"
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,10/27/2019, Boston College,W 6-1 ,"1,804"
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,10/31/2019, Syracuse,,
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,11/03/2019,#6 Duke,W 1-0 ,0
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,11/08/2019,#2 Florida St.,W 2-1 (1 OT),0
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,11/10/2019,#1 North Carolina,L 1-2 (2 OT),"2,492"
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,11/16/2019, Radford,W 3-0 ,894
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,11/22/2019, Washington St.,L 2-3 ,960
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,08/22/2019, Liberty,W 3-0 ,"1,667"
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,08/25/2019, Cincinnati,W 2-0 ,0
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,08/30/2019, Georgia,W 2-0 ,"1,687"
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,09/01/2019, Auburn,W 3-1 ,0
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,09/05/2019, Alabama,W 2-0 ,"1,237"
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,09/08/2019, Yale,W 2-1 ,559
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,09/13/2019, Col. of Charleston,W 1-0 ,100
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,09/15/2019, UNCW,W 1-0 ,501
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,09/21/2019, Miami (FL),W 2-0 ,0
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,09/26/2019, Virginia,L 0-2 ,"2,415"
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,09/29/2019, Clemson,L 1-3 ,753
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,10/06/2019, Duke,T 0-0 (2 OT),618
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,10/10/2019, Florida St.,L 2-3 (2 OT),"1,017"
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,10/13/2019, NC State,T 1-1 (1 OT),210
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,10/18/2019, Wake Forest,W 1-0 ,619
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,10/24/2019, Boston College,W 2-1 ,522
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,10/27/2019, North Carolina,L 0-2 ,"2,113"
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,10/31/2019, Pittsburgh,W 1-0 ,182
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,11/15/2019, Xavier,L 0-1 ,633
Wagner Seahawks,2019-20,Women's Soccer,Phil Casella,08/23/2019, Rider,L 2-3 (2 OT),0
Wagner Seahawks,2019-20,Women's Soccer,Phil Casella,08/25/2019, Delaware St.,W 5-0 ,100
Wagner Seahawks,2019-20,Women's Soccer,Phil Casella,08/30/2019, Fairfield,L 0-4 ,183
Wagner Seahawks,2019-20,Women's Soccer,Phil Casella,09/01/2019, Rhode Island,L 0-1 ,203
Wagner Seahawks,2019-20,Women's Soccer,Phil Casella,09/08/2019, Saint Mary's (CA),L 1-6 ,264
Wagner Seahawks,2019-20,Women's Soccer,Phil Casella,09/12/2019, Binghamton,L 0-1 ,0
Wagner Seahawks,2019-20,Women's Soccer,Phil Casella,09/15/2019, Iona,W 3-2 (1 OT),145
Wagner Seahawks,2019-20,Women's Soccer,Phil Casella,09/18/2019, Temple,L 1-2 ,254
Wagner Seahawks,2019-20,Women's Soccer,Phil Casella,09/22/2019, St. Francis Brooklyn,W 2-0 ,0
Wagner Seahawks,2019-20,Women's Soccer,Phil Casella,09/27/2019, Sacred Heart,T 2-2 (2 OT),308
Wagner Seahawks,2019-20,Women's Soccer,Phil Casella,10/04/2019, Robert Morris,W 2-1 ,110
Wagner Seahawks,2019-20,Women's Soccer,Phil Casella,10/06/2019, Saint Francis (PA),L 1-3 ,106
Wagner Seahawks,2019-20,Women's Soccer,Phil Casella,10/11/2019, Central Conn. St.,L 0-3 ,643
Wagner Seahawks,2019-20,Women's Soccer,Phil Casella,10/13/2019, Bryant,L 0-1 ,250
Wagner Seahawks,2019-20,Women's Soccer,Phil Casella,10/20/2019, LIU,L 0-1 ,75
Wagner Seahawks,2019-20,Women's Soccer,Phil Casella,10/26/2019, Mount St. Mary's,W 1-0 ,193
Wagner Seahawks,2019-20,Women's Soccer,Phil Casella,10/31/2019, Fairleigh Dickinson,T 0-0 (2 OT),110
Wagner Seahawks,2019-20,Women's Soccer,Phil Casella,11/03/2019, Merrimack,T 0-0 (2 OT),187
Wake Forest Demon Deacons,2019-20,Women's Soccer,Tony da Luz,08/22/2019, Temple,W 3-0 ,0
Wake Forest Demon Deacons,2019-20,Women's Soccer,Tony da Luz,08/25/2019, Appalachian St.,W 2-0 ,713
Wake Forest Demon Deacons,2019-20,Women's Soccer,Tony da Luz,08/28/2019, Santa Clara,W 2-1 ,487
Wake Forest Demon Deacons,2019-20,Women's Soccer,Tony da Luz,09/01/2019, Charlotte,W 3-0 ,823
Wake Forest Demon Deacons,2019-20,Women's Soccer,Tony da Luz,09/05/2019, VCU,T 0-0 (2 OT),479
Wake Forest Demon Deacons,2019-20,Women's Soccer,Tony da Luz,09/08/2019, UNCW,W 2-0 ,478
Wake Forest Demon Deacons,2019-20,Women's Soccer,Tony da Luz,09/12/2019, North Carolina,L 0-4 ,"1,525"
Wake Forest Demon Deacons,2019-20,Women's Soccer,Tony da Luz,09/15/2019, South Fla.,L 2-3 ,451
Wake Forest Demon Deacons,2019-20,Women's Soccer,Tony da Luz,09/20/2019, Virginia,T 1-1 (2 OT),"1,011"
Wake Forest Demon Deacons,2019-20,Women's Soccer,Tony da Luz,09/26/2019, Duke,L 2-3 ,764
Wake Forest Demon Deacons,2019-20,Women's Soccer,Tony da Luz,09/29/2019, NC State,T 1-1 (2 OT),541
Wake Forest Demon Deacons,2019-20,Women's Soccer,Tony da Luz,10/04/2019, Louisville,L 1-2 ,843
Wake Forest Demon Deacons,2019-20,Women's Soccer,Tony da Luz,10/10/2019, Syracuse,L 1-2 (1 OT),208
Wake Forest Demon Deacons,2019-20,Women's Soccer,Tony da Luz,10/13/2019, Boston College,T 3-3 (2 OT),863
Wake Forest Demon Deacons,2019-20,Women's Soccer,Tony da Luz,10/18/2019, Virginia Tech,L 0-1 ,619
Wake Forest Demon Deacons,2019-20,Women's Soccer,Tony da Luz,10/24/2019, Pittsburgh,W 3-2 (2 OT),760
Wake Forest Demon Deacons,2019-20,Women's Soccer,Tony da Luz,10/27/2019, Florida St.,L 1-2 ,545
Wake Forest Demon Deacons,2019-20,Women's Soccer,Tony da Luz,10/31/2019, Notre Dame,L 2-3 (2 OT),352
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,08/23/2019, Portland,T 0-0 (3 OT),739
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,08/26/2019, Seattle U,T 0-0 (2 OT),"1,051"
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,08/29/2019, North Carolina,L 2-3 ,"1,811"
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,09/01/2019, New Mexico,W 2-1 ,"1,339"
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,09/05/2019, Denver,W 1-0 ,86
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,09/13/2019, Texas,L 0-2 ,"1,625"
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,09/15/2019, TCU,W 3-1 ,"1,218"
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,09/19/2019, Cal Poly,W 5-0 ,712
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,09/27/2019, Oregon,W 2-1 ,995
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,10/03/2019, California,W 1-0 ,170
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,10/06/2019, Stanford,L 0-4 ,"2,195"
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,10/10/2019, Arizona St.,W 1-0 ,523
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,10/13/2019, Arizona,W 3-2 (2 OT),"1,217"
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,10/18/2019, Oregon St.,W 2-1 ,600
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,10/24/2019, UCLA,L 0-1 ,952
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,10/27/2019, Southern California,W 2-0 ,537
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,10/31/2019, Colorado,L 0-1 ,330
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,11/03/2019, Utah,L 0-1 ,"1,185"
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,11/08/2019, Washington St.,W 1-0 ,"2,621"
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,11/16/2019, Seattle U,W 1-0 ,0
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,11/22/2019, South Fla.,L 0-2 ,232
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,08/22/2019, Seattle U,W 4-0 ,707
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,08/30/2019, Montana,W 6-0 ,"2,812"
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,09/01/2019, James Madison,W 6-3 ,"1,123"
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,09/05/2019, Gonzaga,W 1-0 (1 OT),"1,171"
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,09/13/2019, Michigan,L 1-2 ,"1,227"
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,09/15/2019, LMU (CA),W 2-1 ,817
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,09/19/2019, Hawaii,W 1-0 ,743
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,09/22/2019, Pepperdine,W 2-1 ,0
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,09/28/2019, Oregon St.,W 2-1 ,812
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,10/03/2019, Stanford,L 0-5 ,"1,227"
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,10/06/2019, California,W 1-0 (1 OT),615
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,10/10/2019, Arizona,L 0-1 ,687
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,10/13/2019, Arizona St.,T 0-0 (2 OT),518
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,10/19/2019, Oregon,W 1-0 ,421
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,10/24/2019, Southern California,L 0-3 ,326
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,10/27/2019, UCLA,L 1-2 ,"1,580"
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,10/31/2019, Utah,W 4-1 ,482
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,11/03/2019, Colorado,W 4-1 ,644
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,11/08/2019, Washington,L 0-1 ,"2,621"
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,11/15/2019, Memphis,W 1-0 ,"1,100"
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,11/22/2019, Virginia,W 3-2 ,960
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,11/24/2019, West Virginia,W 3-0 ,219
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,11/29/2019, South Carolina,W 1-0 (1 OT),"2,315"
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,12/06/2019, North Carolina,L 1-2 ,"7,699"
Weber St. Wildcats,2019-20,Women's Soccer,Meagan Thunell,08/22/2019, California,L 0-5 ,262
Weber St. Wildcats,2019-20,Women's Soccer,Meagan Thunell,08/30/2019, Arizona,L 0-6 ,0
Weber St. Wildcats,2019-20,Women's Soccer,Meagan Thunell,09/01/2019, Arizona St.,L 0-1 (1 OT),0
Weber St. Wildcats,2019-20,Women's Soccer,Meagan Thunell,09/04/2019, Utah St.,L 1-2 (2 OT),734
Weber St. Wildcats,2019-20,Women's Soccer,Meagan Thunell,09/07/2019, Nevada,W 1-0 (2 OT),167
Weber St. Wildcats,2019-20,Women's Soccer,Meagan Thunell,09/13/2019, Boise St.,L 0-3 ,448
Weber St. Wildcats,2019-20,Women's Soccer,Meagan Thunell,09/16/2019, Fresno St.,L 0-2 ,0
Weber St. Wildcats,2019-20,Women's Soccer,Meagan Thunell,09/22/2019, Cal St. Fullerton,L 0-2 ,398
Weber St. Wildcats,2019-20,Women's Soccer,Meagan Thunell,09/27/2019, Sacramento St.,T 1-1 (2 OT),0
Weber St. Wildcats,2019-20,Women's Soccer,Meagan Thunell,09/29/2019, Portland St.,W 1-0 ,296
Weber St. Wildcats,2019-20,Women's Soccer,Meagan Thunell,10/04/2019, Montana,L 0-1 ,309
Weber St. Wildcats,2019-20,Women's Soccer,Meagan Thunell,10/06/2019, Northern Colo.,L 0-1 (1 OT),0
Weber St. Wildcats,2019-20,Women's Soccer,Meagan Thunell,10/11/2019, Idaho,T 1-1 (2 OT),350
Weber St. Wildcats,2019-20,Women's Soccer,Meagan Thunell,10/13/2019, Eastern Wash.,L 0-1 ,300
Weber St. Wildcats,2019-20,Women's Soccer,Meagan Thunell,10/20/2019, Idaho St.,T 0-0 (2 OT),200
Weber St. Wildcats,2019-20,Women's Soccer,Meagan Thunell,10/25/2019, Northern Ariz.,T 1-1 (2 OT),519
Weber St. Wildcats,2019-20,Women's Soccer,Meagan Thunell,10/27/2019, Southern Utah,T 0-0 (2 OT),0
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,08/23/2019, Duquesne,W 2-0 ,"2,492"
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,08/25/2019, Stanford,L 1-3 ,250
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,08/30/2019, High Point,W 3-0 ,"1,846"
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,09/01/2019, Virginia,L 1-4 ,"1,854"
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,09/06/2019, Penn St.,T 1-1 (2 OT),"1,803"
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,09/12/2019, Stony Brook,W 6-1 ,903
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,09/15/2019, Georgetown,L 0-3 ,803
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,09/20/2019, Fairleigh Dickinson,W 2-0 ,846
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,09/22/2019, Bowling Green,W 2-0 ,"1,298"
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,09/27/2019, Iowa St.,W 2-0 ,"1,812"
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,10/03/2019, Baylor,L 2-4 ,342
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,10/06/2019, Texas,W 2-1 (2 OT),826
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,10/10/2019, Texas Tech,L 0-1 ,808
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,10/17/2019, Oklahoma St.,L 1-2 ,617
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,10/20/2019, Oklahoma,W 1-0 ,"1,373"
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,10/24/2019, Kansas,T 1-1 (2 OT),365
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,10/27/2019, Kansas St.,W 3-0 ,883
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,10/31/2019, TCU,W 2-1 ,317
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,11/03/2019,#5 Kansas,L 0-2 ,134
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,11/16/2019, Georgetown,W 2-0 ,951
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,11/22/2019, Central Conn. St.,W 1-0 (2 OT),609
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,11/24/2019, Washington St.,L 0-3 ,219
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,08/25/2019, Gardner-Webb,W 2-1 ,500
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,08/29/2019, Middle Tenn.,L 1-4 ,197
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,09/01/2019, UT Martin,W 5-4 ,0
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,09/05/2019, Davidson,W 1-0 ,326
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,09/08/2019, Charlotte,L 0-5 ,680
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,09/12/2019, High Point,W 2-1 ,210
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,09/15/2019, Radford,W 1-0 ,0
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,09/18/2019, UNC Asheville,W 2-0 ,0
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,09/22/2019, North Florida,L 1-3 ,0
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,09/27/2019, ETSU,W 2-1 (2 OT),372
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,10/04/2019, Chattanooga,L 0-2 ,225
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,10/06/2019, Samford,L 0-3 ,325
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,10/11/2019, Wofford,W 1-0 ,143
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,10/13/2019, Furman,L 0-1 ,300
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,10/18/2019, The Citadel,W 1-0 ,125
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,10/20/2019, Mercer,W 4-1 ,445
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,10/25/2019, UNC Greensboro,L 1-3 ,428
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,10/27/2019, VMI,W 1-0 ,173
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,11/03/2019,#4 Mercer,L 0-1 (2 OT),0
Western Ill. Leathernecks,2019-20,Women's Soccer,Dr. Eric Johnson,08/23/2019, Missouri St.,W 2-1 ,201
Western Ill. Leathernecks,2019-20,Women's Soccer,Dr. Eric Johnson,08/30/2019, IUPUI,T 0-0 (2 OT),487
Western Ill. Leathernecks,2019-20,Women's Soccer,Dr. Eric Johnson,09/01/2019, Kansas City,L 1-3 ,216
Western Ill. Leathernecks,2019-20,Women's Soccer,Dr. Eric Johnson,09/05/2019, UIC,W 2-1 ,82
Western Ill. Leathernecks,2019-20,Women's Soccer,Dr. Eric Johnson,09/08/2019, Northern Ill.,L 0-1 ,184
Western Ill. Leathernecks,2019-20,Women's Soccer,Dr. Eric Johnson,09/12/2019, Milwaukee,L 0-3 ,229
Western Ill. Leathernecks,2019-20,Women's Soccer,Dr. Eric Johnson,09/15/2019, Illinois St.,L 0-1 ,359
Western Ill. Leathernecks,2019-20,Women's Soccer,Dr. Eric Johnson,09/20/2019, Drake,L 0-1 ,202
Western Ill. Leathernecks,2019-20,Women's Soccer,Dr. Eric Johnson,09/23/2019, UNI,W 3-2 ,103
Western Ill. Leathernecks,2019-20,Women's Soccer,Dr. Eric Johnson,09/30/2019, Chicago St.,W 1-0 ,71
