year,team,coach,sport,Jersey,Player,Yr,Pos,GP,GS,Games,Goals,Assists,Points,ShAtt,Fouls,Red Cards,Yellow Cards,GC,Goal App,GGS,Goalie Min. Plyd,GA,GAA,Saves,SV Pct,Shutouts,Combined Sho,G Wins,G Loss,DSaves,Corners,PK,PK Att,GWG
2019-20,UIC Flames,Tom Anagnost,Women's Soccer,24,"Rasmussen, Autum",Sr,,19,,,1,,2.00,21,13,,1,,,,,0,,,,,,,,,,,,1
2019-20,ULM Warhawks,Keyton Wheelock,Women's Soccer,0,"Hailey, Angel",Jr,GK,9,,,,,0.00,,,,,,3,3,641:26,16,2.245,36,0.692,2,,1,4,,,,,
2019-20,ULM Warhawks,Keyton Wheelock,Women's Soccer,0,"Hailey, Angel",Jr,GK,9,,,,,0.00,,,,,,3,3,641:26,16,2.245,36,0.692,2,,1,4,,,,,
2019-20,UIC Flames,Tom Anagnost,Women's Soccer,16,"Birkenhead, Keri",Jr,,19,,,2,1.00,5.00,33,6,,,,,,,0,,,,,,,,,,,,
2019-20,UIC Flames,Tom Anagnost,Women's Soccer,16,"Birkenhead, Keri",Jr,,19,,,2,1.00,5.00,33,6,,,,,,,0,,,,,,,,,,,,
2019-20,ULM Warhawks,Keyton Wheelock,Women's Soccer,23,"Wiest, Erika",Sr,M,9,,,,1.00,1.00,5,2,,,,,,,0,,,,,,,,,,,,
2019-20,ULM Warhawks,Keyton Wheelock,Women's Soccer,23,"Wiest, Erika",Sr,M,9,,,,1.00,1.00,5,2,,,,,,,0,,,,,,,,,,,,
2019-20,UIC Flames,Tom Anagnost,Women's Soccer,23,"Cedeno, Janai",Jr,,19,,,,1.00,1.00,5,8,,1,,,,,0,,,,,,,,,,,,
2019-20,UIC Flames,Tom Anagnost,Women's Soccer,23,"Cedeno, Janai",Jr,,19,,,,1.00,1.00,5,8,,1,,,,,0,,,,,,,,,,,,
2019-20,ULM Warhawks,Keyton Wheelock,Women's Soccer,14,"Lester, Morga",So,D,9,,,,,0.00,,2,,,,,,,0,,,,,,,,,,,,
2019-20,ULM Warhawks,Keyton Wheelock,Women's Soccer,14,"Lester, Morga",So,D,9,,,,,0.00,,2,,,,,,,0,,,,,,,,,,,,
2019-20,UIC Flames,Tom Anagnost,Women's Soccer,7,"Gratz, Sydney",Fr,,19,,,,1.00,1.00,17,8,,1,,,,,0,,,,,,,,,,,,
2019-20,UIC Flames,Tom Anagnost,Women's Soccer,7,"Gratz, Sydney",Fr,,19,,,,1.00,1.00,17,8,,1,,,,,0,,,,,,,,,,,,
2019-20,ULM Warhawks,Keyton Wheelock,Women's Soccer,19,"King, Reaga",So,D,3,,,,,0.00,1,2,,1,,,,,0,,,,,,,,,,,,
2019-20,ULM Warhawks,Keyton Wheelock,Women's Soccer,19,"King, Reaga",So,D,3,,,,,0.00,1,2,,1,,,,,0,,,,,,,,,,,,
2019-20,UIC Flames,Tom Anagnost,Women's Soccer,9,"Privett, Cassidy",Sr,,18,,,2,1.00,5.00,11,11,,,,,,,0,,,,,,,,,,,,1
2019-20,UIC Flames,Tom Anagnost,Women's Soccer,9,"Privett, Cassidy",Sr,,18,,,2,1.00,5.00,11,11,,,,,,,0,,,,,,,,,,,,1
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,19,"Ayala, Keeley",So,F,19,,,13,2.00,28.00,76,26,,2,,,,,0,,,,,,,,,,6,6,5
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,19,"Ayala, Keeley",So,F,19,,,13,2.00,28.00,76,26,,2,,,,,0,,,,,,,,,,6,6,5
2019-20,UIC Flames,Tom Anagnost,Women's Soccer,1,"Kurz, Lena",Sr,GK,18,,,,1.00,1.00,2,,,2,,5,4,1506:40,10,0.597,61,0.859,10,1,11,4,,,,,
2019-20,UIC Flames,Tom Anagnost,Women's Soccer,1,"Kurz, Lena",Sr,GK,18,,,,1.00,1.00,2,,,2,,5,4,1506:40,10,0.597,61,0.859,10,1,11,4,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,18,"Reyes, Andrea",So,M,19,,,1,1.00,3.00,7,13,,2,,,,,0,,,,,,,,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,18,"Reyes, Andrea",So,M,19,,,1,1.00,3.00,7,13,,2,,,,,0,,,,,,,,,,,,
2019-20,UIC Flames,Tom Anagnost,Women's Soccer,25,"Christmas, Jessica",Jr,,17,,,1,1.00,3.00,3,5,,3,,,,,0,,,,,,,,,,,,
2019-20,UIC Flames,Tom Anagnost,Women's Soccer,25,"Christmas, Jessica",Jr,,17,,,1,1.00,3.00,3,5,,3,,,,,0,,,,,,,,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,4,"Piper, Jade",Jr,M,19,,,3,1.00,7.00,24,12,,,,,,,0,,,,,,,,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,4,"Piper, Jade",Jr,M,19,,,3,1.00,7.00,24,12,,,,,,,0,,,,,,,,,,,,
2019-20,UIC Flames,Tom Anagnost,Women's Soccer,8,"Main, Emma",So,,17,,,5,2.00,12.00,36,2,,2,,,,,,,,,,,,,,,,,4
2019-20,UIC Flames,Tom Anagnost,Women's Soccer,8,"Main, Emma",So,,17,,,5,2.00,12.00,36,2,,2,,,,,,,,,,,,,,,,,4
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,26,"Beletic, Isabella",Jr,M,19,,,,,0.00,11,15,,,,,,,0,,,,,,,,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,26,"Beletic, Isabella",Jr,M,19,,,,,0.00,11,15,,,,,,,0,,,,,,,,,,,,
2019-20,UIC Flames,Tom Anagnost,Women's Soccer,11,"Haines, Grace",Fr,,16,,,1,2.00,4.00,12,4,,,,,,,0,,,,,,,,,,,,1
2019-20,UIC Flames,Tom Anagnost,Women's Soccer,11,"Haines, Grace",Fr,,16,,,1,2.00,4.00,12,4,,,,,,,0,,,,,,,,,,,,1
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,14,"Husfeld, Taylor",Sr,D,19,,,1,,2.00,16,16,,4,,,,,0,,,,,,,,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,14,"Husfeld, Taylor",Sr,D,19,,,1,,2.00,16,16,,4,,,,,0,,,,,,,,,,,,
2019-20,UIC Flames,Tom Anagnost,Women's Soccer,22,"Riordan, Maeve",So,,14,,,,,0.00,2,1,,,,,,,,,,,,,,,,,,,
2019-20,UIC Flames,Tom Anagnost,Women's Soccer,22,"Riordan, Maeve",So,,14,,,,,0.00,2,1,,,,,,,,,,,,,,,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,12,"Adams, Payto",Fr,D,18,,,,,0.00,17,22,,4,,,,,0,,,,,,,,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,12,"Adams, Payto",Fr,D,18,,,,,0.00,17,22,,4,,,,,0,,,,,,,,,,,,
2019-20,UIC Flames,Tom Anagnost,Women's Soccer,4,"Thorsen, Tina",So,,12,,,,,0.00,,1,,,,,,,0,,,,,,,,,,,,
2019-20,UIC Flames,Tom Anagnost,Women's Soccer,4,"Thorsen, Tina",So,,12,,,,,0.00,,1,,,,,,,0,,,,,,,,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,10,"Walsh, Hannah",Fr,M,18,,,2,1.00,5.00,38,16,,1,,,,,0,,,,,,,,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,10,"Walsh, Hannah",Fr,M,18,,,2,1.00,5.00,38,16,,1,,,,,0,,,,,,,,,,,,
2019-20,UIC Flames,Tom Anagnost,Women's Soccer,15,"Olore, Sophia",Fr,,12,,,,,0.00,,2,,1,,,,,0,,,,,,,,,,,,
2019-20,UIC Flames,Tom Anagnost,Women's Soccer,15,"Olore, Sophia",Fr,,12,,,,,0.00,,2,,1,,,,,0,,,,,,,,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,33,"Campa, Ana",Sr,D,18,,,,,0.00,3,21,1,4,,,,,0,,,,,,,,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,33,"Campa, Ana",Sr,D,18,,,,,0.00,3,21,1,4,,,,,0,,,,,,,,,,,,
2019-20,UIC Flames,Tom Anagnost,Women's Soccer,3,"Senior, Aida",Fr,,10,,,,,0.00,1,1,,,,,,,0,,,,,,,,,,,,
2019-20,UIC Flames,Tom Anagnost,Women's Soccer,3,"Senior, Aida",Fr,,10,,,,,0.00,1,1,,,,,,,0,,,,,,,,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,11,"Clarkson, Eve",Fr,M,18,,,1,,2.00,24,28,,2,,,,,0,,,,,,,,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,11,"Clarkson, Eve",Fr,M,18,,,1,,2.00,24,28,,2,,,,,0,,,,,,,,,,,,
2019-20,UIC Flames,Tom Anagnost,Women's Soccer,0,"Laihanen, Annika",Fr,,6,,,,,0.00,,,,,,3,2,248:03,2,0.726,7,0.778,1,1,1,1,,,,,
2019-20,UIC Flames,Tom Anagnost,Women's Soccer,0,"Laihanen, Annika",Fr,,6,,,,,0.00,,,,,,3,2,248:03,2,0.726,7,0.778,1,1,1,1,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,9,"Hanson, Brooke",Sr,F,18,,,5,7.00,17.00,40,24,,3,,,,,0,,,,,,,,,,,,3
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,9,"Hanson, Brooke",Sr,F,18,,,5,7.00,17.00,40,24,,3,,,,,0,,,,,,,,,,,,3
2019-20,UIC Flames,Tom Anagnost,Women's Soccer,10,"Weeren, Alexis",Jr,,6,,,,,0.00,,3,,,,,,,,,,,,,,,,,,,
2019-20,UIC Flames,Tom Anagnost,Women's Soccer,10,"Weeren, Alexis",Jr,,6,,,,,0.00,,3,,,,,,,,,,,,,,,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,0,"Croson, Cailey",Jr,GK,17,,,,,0.00,,,,,,1,1,1572:26,21,1.202,69,0.767,6,,8,6,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,0,"Croson, Cailey",Jr,GK,17,,,,,0.00,,,,,,1,1,1572:26,21,1.202,69,0.767,6,,8,6,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,7,"Fields, Annika",Sr,D,17,,,,,0.00,4,22,,2,,,,,0,,,,,,,,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,7,"Fields, Annika",Sr,D,17,,,,,0.00,4,22,,2,,,,,0,,,,,,,,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,15,"Morales, Cloe",So,M,16,,,1,1.00,3.00,12,9,,1,,,,,0,,,,,,,,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,15,"Morales, Cloe",So,M,16,,,1,1.00,3.00,12,9,,1,,,,,0,,,,,,,,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,5,"Bravenec, Lilly",Jr,D,11,,,,,0.00,2,,,,,,,,,,,,,,,,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,5,"Bravenec, Lilly",Jr,D,11,,,,,0.00,2,,,,,,,,,,,,,,,,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,25,"Davidsdottir, Lilja",So,D,9,,,,,0.00,2,1,,,,,,,0,,,,,,,,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,25,"Davidsdottir, Lilja",So,D,9,,,,,0.00,2,1,,,,,,,0,,,,,,,,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,22,"Taylor, Kayla",So,F,6,,,,,0.00,2,,,,,,,,,,,,,,,,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,22,"Taylor, Kayla",So,F,6,,,,,0.00,2,,,,,,,,,,,,,,,,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,3,"Salazar, Karli",Fr,D,5,,,,,0.00,1,2,,,,,,,0,,,,,,,,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,3,"Salazar, Karli",Fr,D,5,,,,,0.00,1,2,,,,,,,0,,,,,,,,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,6,"Spearman, Amaya",Fr,D,5,,,,,0.00,,1,,,,,,,0,,,,,,,,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,6,"Spearman, Amaya",Fr,D,5,,,,,0.00,,1,,,,,,,0,,,,,,,,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,8,"Cantu, Ari",Jr,M,4,,,,,0.00,1,2,,,,,,,0,,,,,,,,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,8,"Cantu, Ari",Jr,M,4,,,,,0.00,1,2,,,,,,,0,,,,,,,,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,00,"Kofron, Margaret",Fr,GK,3,,,,,0.00,,,,,,,,197:09,6,2.739,21,0.778,,,,3,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,00,"Kofron, Margaret",Fr,GK,3,,,,,0.00,,,,,,,,197:09,6,2.739,21,0.778,,,,3,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,17,"Mares, Michaela",Fr,M,3,,,,,0.00,2,1,,,,,,,,,,,,,,,,,,,
2019-20,UIW Cardinals,Emma Wright-Cates,Women's Soccer,17,"Mares, Michaela",Fr,M,3,,,,,0.00,2,1,,,,,,,,,,,,,,,,,,,
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,41,"Harnett, Jacqueline",Fr,D,17,,,1,2.00,4.00,4,4,,1,,,,,,,,,,,,,,,,,
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,41,"Harnett, Jacqueline",Fr,D,17,,,1,2.00,4.00,4,4,,1,,,,,,,,,,,,,,,,,
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,6,"Mazo, Jessica",Fr,M,17,,,1,,2.00,29,8,,1,,,,,,,,,,,,,,,,,
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,6,"Mazo, Jessica",Fr,M,17,,,1,,2.00,29,8,,1,,,,,,,,,,,,,,,,,
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,15,"Long, Kara",So,,17,,,,,0.00,1,7,,,,,,,,,,,,,,,,,,,
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,15,"Long, Kara",So,,17,,,,,0.00,1,7,,,,,,,,,,,,,,,,,,,
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,31,"Marchini, Rachel",Jr,,17,,,1,,2.00,4,1,,,,,,,,,,,,,,,,,,,1
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,31,"Marchini, Rachel",Jr,,17,,,1,,2.00,4,1,,,,,,,,,,,,,,,,,,,1
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,7,"Elmore, Kess",Jr,,17,,,4,6.00,14.00,37,10,,1,,,,,,,,,,,,,,,,,1
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,7,"Elmore, Kess",Jr,,17,,,4,6.00,14.00,37,10,,1,,,,,,,,,,,,,,,,,1
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,13,"Couzis, Melina",Jr,,17,,,1,2.00,4.00,12,4,,1,,,,,,,,,,,,,,,,,
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,13,"Couzis, Melina",Jr,,17,,,1,2.00,4.00,12,4,,1,,,,,,,,,,,,,,,,,
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,12,"Schiappa, Rega",Sr,,17,,,1,,2.00,11,4,,1,,,,,,,,,,,,,,,,,
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,12,"Schiappa, Rega",Sr,,17,,,1,,2.00,11,4,,1,,,,,,,,,,,,,,,,,
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,30,"Palacios, Randi",Sr,,17,,,,,0.00,,,,,,11,11,1597:50,24,1.352,87,0.784,3,,6,8,,,,,
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,30,"Palacios, Randi",Sr,,17,,,,,0.00,,,,,,11,11,1597:50,24,1.352,87,0.784,3,,6,8,,,,,
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,2,"Leone, Sofia",Sr,,16,,,2,1.00,5.00,6,5,,,,,,,,,,,,,,,,,,,
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,2,"Leone, Sofia",Sr,,16,,,2,1.00,5.00,6,5,,,,,,,,,,,,,,,,,,,
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,10,"Moore, Alana",Sr,,16,,,,1.00,1.00,5,2,,,,,,,,,,,,,,,,,,,
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,10,"Moore, Alana",Sr,,16,,,,1.00,1.00,5,2,,,,,,,,,,,,,,,,,,,
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,11,"Zaccagnini, Emma",Fr,M,16,,,,,0.00,7,14,,,,,,,,,,,,,,,,,,,
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,11,"Zaccagnini, Emma",Fr,M,16,,,,,0.00,7,14,,,,,,,,,,,,,,,,,,,
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,3,"Eveillard, Yamilee",Jr,,15,,,3,,6.00,24,6,,,,,,,,,,,,,,,,,,,1
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,3,"Eveillard, Yamilee",Jr,,15,,,3,,6.00,24,6,,,,,,,,,,,,,,,,,,,1
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,99,"Santin, Maria",So,F,15,,,1,,2.00,30,6,,,,,,,,,,,,,,,,,,,1
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,99,"Santin, Maria",So,F,15,,,1,,2.00,30,6,,,,,,,,,,,,,,,,,,,1
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,22,"Lynch, Isabelle",So,,14,,,,,0.00,7,3,,,,,,,,,,,,,,,,,,,
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,22,"Lynch, Isabelle",So,,14,,,,,0.00,7,3,,,,,,,,,,,,,,,,,,,
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,17,"Jerzak, Pato",So,,14,,,,,0.00,,8,,1,,,,,,,,,,,,,,,,,
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,17,"Jerzak, Pato",So,,14,,,,,0.00,,8,,1,,,,,,,,,,,,,,,,,
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,21,"Beil, Vivie",Sr,,14,,,1,1.00,3.00,21,2,,,,,,,,,,,,,,,,,1,1,
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,21,"Beil, Vivie",Sr,,14,,,1,1.00,3.00,21,2,,,,,,,,,,,,,,,,,1,1,
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,26,"Jordan, Cara",Fr,M,12,,,1,,2.00,8,3,,,,,,,,,,,,,,,,,,,1
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,26,"Jordan, Cara",Fr,M,12,,,1,,2.00,8,3,,,,,,,,,,,,,,,,,,,1
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,23,"Danyko-Kulchycky, Sophia",Jr,,10,,,,1.00,1.00,22,3,,,,,,,,,,,,,,,,,,,
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,23,"Danyko-Kulchycky, Sophia",Jr,,10,,,,1.00,1.00,22,3,,,,,,,,,,,,,,,,,,,
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,20,"Steck, Zoe",Jr,,8,,,,,0.00,7,1,,,,,,,,,,,,,,,,,,,
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,20,"Steck, Zoe",Jr,,8,,,,,0.00,7,1,,,,,,,,,,,,,,,,,,,
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,16,"Middlebrook, Claire",Fr,D,6,,,,,0.00,1,,,,,,,,,,,,,,,,,,,,
2019-20,UConn Huskies,Margaret Rodriguez,Women's Soccer,16,"Middlebrook, Claire",Fr,D,6,,,,,0.00,1,,,,,,,,,,,,,,,,,,,,
2019-20,UCF Knights,Tiffany Roberts Sahaydak,Women's Soccer,4,"Rouse, Mollie",Jr,,19,,,1,1.00,3.00,6,12,,,,,,,,,,,,,,,,,,,1
2019-20,UCF Knights,Tiffany Roberts Sahaydak,Women's Soccer,4,"Rouse, Mollie",Jr,,19,,,1,1.00,3.00,6,12,,,,,,,,,,,,,,,,,,,1
2019-20,UCF Knights,Tiffany Roberts Sahaydak,Women's Soccer,21,"Rajaee, Darya",So,,19,,,1,1.00,3.00,11,6,,1,,,,,,,,,,,,,,,,,
2019-20,UCF Knights,Tiffany Roberts Sahaydak,Women's Soccer,21,"Rajaee, Darya",So,,19,,,1,1.00,3.00,11,6,,1,,,,,,,,,,,,,,,,,
2019-20,UCF Knights,Tiffany Roberts Sahaydak,Women's Soccer,26,"Taylor, Jessica",Sr,,19,,,3,1.00,7.00,17,6,,,,,,,,,,,,,,,,,,,
2019-20,UCF Knights,Tiffany Roberts Sahaydak,Women's Soccer,26,"Taylor, Jessica",Sr,,19,,,3,1.00,7.00,17,6,,,,,,,,,,,,,,,,,,,
2019-20,UCF Knights,Tiffany Roberts Sahaydak,Women's Soccer,7,"Scott, Kriste",So,,19,,,8,1.00,17.00,45,13,,1,,,,,0,,,,,,,,,,,1,2
2019-20,UCF Knights,Tiffany Roberts Sahaydak,Women's Soccer,7,"Scott, Kriste",So,,19,,,8,1.00,17.00,45,13,,1,,,,,0,,,,,,,,,,,1,2
2019-20,UCF Knights,Tiffany Roberts Sahaydak,Women's Soccer,17,"Martin, Dayana",So,,19,,,3,1.00,7.00,26,8,,,,,,,,,,,,,,,,,,,
2019-20,UCF Knights,Tiffany Roberts Sahaydak,Women's Soccer,17,"Martin, Dayana",So,,19,,,3,1.00,7.00,26,8,,,,,,,,,,,,,,,,,,,
2019-20,UCF Knights,Tiffany Roberts Sahaydak,Women's Soccer,1,"DeLisle, Caroline",Fr,,19,,,,,0.00,,,,,,1,,1798:09,11,0.551,60,0.845,11,,11,4,,,,,
2019-20,UCF Knights,Tiffany Roberts Sahaydak,Women's Soccer,1,"DeLisle, Caroline",Fr,,19,,,,,0.00,,,,,,1,,1798:09,11,0.551,60,0.845,11,,11,4,,,,,
2019-20,UCF Knights,Tiffany Roberts Sahaydak,Women's Soccer,20,"Murnin, Madiso",Jr,,19,,,,1.00,1.00,14,15,,2,,,,,,,,,,,,,,,,,
2019-20,UCF Knights,Tiffany Roberts Sahaydak,Women's Soccer,20,"Murnin, Madiso",Jr,,19,,,,1.00,1.00,14,15,,2,,,,,,,,,,,,,,,,,
2019-20,UCF Knights,Tiffany Roberts Sahaydak,Women's Soccer,19,"Soree, Zandy",Sr,,18,,,7,2.00,16.00,35,11,,1,,,,,0,,,,,,,,,,3,3,3
2019-20,UCF Knights,Tiffany Roberts Sahaydak,Women's Soccer,19,"Soree, Zandy",Sr,,18,,,7,2.00,16.00,35,11,,1,,,,,0,,,,,,,,,,3,3,3
2019-20,UCF Knights,Tiffany Roberts Sahaydak,Women's Soccer,12,"Legrout, Elise",So,,18,,,1,3.00,5.00,15,18,,,,,,,,,,,,,,,,,1,1,
2019-20,UCF Knights,Tiffany Roberts Sahaydak,Women's Soccer,12,"Legrout, Elise",So,,18,,,1,3.00,5.00,15,18,,,,,,,,,,,,,,,,,1,1,
2019-20,UCF Knights,Tiffany Roberts Sahaydak,Women's Soccer,2,"Lewis, Olivia",Fr,,18,,,,1.00,1.00,3,10,,,,,,,,,,,,,,,,,,,
2019-20,UCF Knights,Tiffany Roberts Sahaydak,Women's Soccer,2,"Lewis, Olivia",Fr,,18,,,,1.00,1.00,3,10,,,,,,,,,,,,,,,,,,,
2019-20,UCF Knights,Tiffany Roberts Sahaydak,Women's Soccer,3,"Smith, Olivia",So,,18,,,,,0.00,,4,,,,,,,,,,,,,,,,,,,
2019-20,UCF Knights,Tiffany Roberts Sahaydak,Women's Soccer,3,"Smith, Olivia",So,,18,,,,,0.00,,4,,,,,,,,,,,,,,,,,,,
2019-20,UCF Knights,Tiffany Roberts Sahaydak,Women's Soccer,9,"Homann, Sanja",Fr,M,16,,,,,0.00,4,7,,,,,,,,,,,,,,,,,,,
2019-20,UCF Knights,Tiffany Roberts Sahaydak,Women's Soccer,9,"Homann, Sanja",Fr,M,16,,,,,0.00,4,7,,,,,,,,,,,,,,,,,,,
2019-20,UCLA Bruins,Amanda Cromwell,Women's Soccer,2,"Sanchez, Ashley",Jr,F,24,,,7,15.00,29.00,73,10,,,,,,,0,,,,,,,,,,,,1
2019-20,UCLA Bruins,Amanda Cromwell,Women's Soccer,2,"Sanchez, Ashley",Jr,F,24,,,7,15.00,29.00,73,10,,,,,,,0,,,,,,,,,,,,1
2019-20,UCF Knights,Tiffany Roberts Sahaydak,Women's Soccer,6,"Plummer, Konya",Sr,,16,,,,,0.00,10,10,,1,,,,,,,,,,,,,,,,,
2019-20,UCF Knights,Tiffany Roberts Sahaydak,Women's Soccer,6,"Plummer, Konya",Sr,,16,,,,,0.00,10,10,,1,,,,,,,,,,,,,,,,,
2019-20,UCLA Bruins,Amanda Cromwell,Women's Soccer,17,"Sheehan, Delanie",Jr,D,24,,,2,3.00,7.00,24,9,,1,,,,,0,,,,,,,,,,,,1
2019-20,UCLA Bruins,Amanda Cromwell,Women's Soccer,17,"Sheehan, Delanie",Jr,D,24,,,2,3.00,7.00,24,9,,1,,,,,0,,,,,,,,,,,,1
2019-20,UCF Knights,Tiffany Roberts Sahaydak,Women's Soccer,5,"Moreno, Ellie",Fr,,15,,,4,2.00,10.00,25,3,,1,,,,,,,,,,,,,,,,,3
2019-20,UCF Knights,Tiffany Roberts Sahaydak,Women's Soccer,5,"Moreno, Ellie",Fr,,15,,,4,2.00,10.00,25,3,,1,,,,,,,,,,,,,,,,,3
2019-20,UCLA Bruins,Amanda Cromwell,Women's Soccer,13,"Villacorta, Viviana",Jr,M,24,,,3,8.00,14.00,24,6,,,,,,,0,,,,,,,,,,,,1
2019-20,UCLA Bruins,Amanda Cromwell,Women's Soccer,13,"Villacorta, Viviana",Jr,M,24,,,3,8.00,14.00,24,6,,,,,,,0,,,,,,,,,,,,1
2019-20,UCF Knights,Tiffany Roberts Sahaydak,Women's Soccer,11,"Gudorf, Ally",Fr,M,14,,,1,4.00,6.00,11,14,,,,,,,,,,,,,,,,,,,1
2019-20,UCF Knights,Tiffany Roberts Sahaydak,Women's Soccer,11,"Gudorf, Ally",Fr,M,14,,,1,4.00,6.00,11,14,,,,,,,,,,,,,,,,,,,1
2019-20,UCLA Bruins,Amanda Cromwell,Women's Soccer,8,"Rodriguez, Karina",Jr,D,24,,,1,1.00,3.00,15,5,,,,,,,0,,,,,,,,,,,,
2019-20,UCLA Bruins,Amanda Cromwell,Women's Soccer,8,"Rodriguez, Karina",Jr,D,24,,,1,1.00,3.00,15,5,,,,,,,0,,,,,,,,,,,,
2019-20,UCF Knights,Tiffany Roberts Sahaydak,Women's Soccer,18,"Trickett, Christina",So,,14,,,,1.00,1.00,17,7,,,,,,,,,,,,,,,,,,,
